id,title,original_title,year,original_language,ocr_lang,ocr_chars,overlap_max,overlap_max_local,model,model_id,status,verdict,confidence,poster_title_guess,reason,latency_s,error
16231,Wild Zero,Wild Zero,1999,ja,it,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,WILD ZERO,"The poster title matches the catalog title exactly, and the visual style aligns with the film's known aesthetic.",1.477,
16304,Creepshow 3,Creepshow 3,2006,en,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CREEPSHOW 3,The poster clearly displays the title 'CREEPSHOW 3' and features horror-themed imagery consistent with the film series.,1.752,
16307,The Wicker Man,The Wicker Man,1973,en,en,13,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE WICKER MAN,"The poster prominently displays the title 'The Wicker Man' and features iconic imagery of a wicker man figure, aligning with the film's branding.",2.16,
16611,Blackout,Blackout,2008,en,en,18,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BLACK OUT,"The poster displays the exact title 'BLACK OUT' in large, bold letters, matching the catalog entry.",1.315,
16843,11:11,11:11,2004,en,en,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,mismatch,0.95,HELL'S GATE,The poster title 'HELL'S GATE' does not match the catalog film title '11:11'.,1.612,
17005,Bitten,Bitten,2008,en,es,7,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Bitten,"The poster displays the title 'Bitten' clearly, matching the catalog entry.",2.011,
17111,Shutter,ชัตเตอร์ กดติดวิญญาณ,2004,th,ha,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SHUTTER,"The poster displays the exact title 'SHUTTER' and features a photographer and a ghostly image, aligning with the known Thai horror film 'Shutter' (2004).",1.246,
17153,Botched,Botched,2007,en,en,7,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BOTCHED,The poster displays the exact title 'BOTCHED' and features a character in a pose consistent with the film's promotional material.,1.93,
17166,Insanitarium,Insanitarium,2008,en,en,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,INSANITARIUM,The poster prominently displays the exact title 'INSANITARIUM' matching the catalog entry.,2.127,
17278,Mad Monster Party?,Mad Monster Party?,1967,en,en,480,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Mad Monster Party,The poster clearly displays the title 'Mad Monster Party' and features iconic monster characters consistent with the film.,1.632,
17609,Antichrist,Antichrist,2009,en,en,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ANTICHRIST,"The poster features the exact title 'ANTICHRIST' in large, stylized red letters, matching the catalog entry.",3.936,
18009,Leprechaun 2,Leprechaun 2,1994,en,en,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Leprechaun 2,"The poster displays the exact title 'Leprechaun 2' and features the iconic leprechaun character holding a candle, matching the film's branding.",3.019,
18086,Fright Night Part 2,Fright Night Part 2,1988,en,en,5,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FRIGHT NIGHT PART 2,"The poster clearly displays the title 'FRIGHT NIGHT PART 2' and features a stylized ghost, which aligns with the horror theme of the film.",1.095,
18213,Bikini Bloodbath,Bikini Bloodbath,2006,en,en,69,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BIKINI BLOODBATH,"The poster displays the exact title 'BIKINI BLOODBATH' in large, prominent text, matching the catalog entry.",2.604,
18754,Mysterious Island,孤岛惊魂,2011,zh,en,132,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,孤岛惊魂,"The poster displays the exact original title ""孤岛惊魂"" matching the catalog entry.",1.907,
18773,Doppelganger,Doppelganger,1993,en,en,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DOPPELGANGER,The poster features the exact title 'DOPPELGANGER' and a stylized face that aligns with typical horror poster aesthetics.,1.405,
18841,The Lost Skeleton of Cadavra,The Lost Skeleton of Cadavra,2001,en,et,4,0.2,0.2,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE LOST SKELETON OF CADAVRA,The poster displays the exact title and iconic imagery associated with the film.,2.185,
18870,Minotaur,Minotaur,2006,en,de,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MINOTAUR,"The poster prominently displays the title 'MINOTAUR' and features a creature resembling a minotaur, aligning with the catalog entry.",1.798,
18912,Angst,Angst,1983,de,ro,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,ANGST,"The poster displays the title 'ANGST' in large, stylized lettering, matching the catalog film title.",1.842,
19025,Bhool Bhulaiyaa,भूल भुलैया,2007,hi,tl,21,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Bhool Bhulaiyaa,"The poster displays the exact title 'Bhool Bhulaiyaa' and features a group in traditional Indian attire, consistent with the film's style and branding.",1.271,
19281,Immortally Yours,Immortally Yours,2009,en,en,146,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,KISS THE VAMPIRE,The poster features the title 'Kiss the Vampire' and the tagline 'A Taste For Blood... And A Search For Immortality!' which aligns with the catalog film's theme and year.,1.641,
19286,Leprechaun 3,Leprechaun 3,1995,en,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Leprechaun 3,The poster clearly displays the title 'Leprechaun 3' and features the iconic leprechaun character from the film series.,1.915,
19298,Stagknight,Stagknight,2007,en,ceb,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,STAG KNIGHT,The poster displays the exact title 'STAG KNIGHT' matching the catalog entry.,3.32,
19383,Targets,Targets,,,en,41,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TARGETS,The poster prominently displays the title 'TARGETS' and features a graphic design consistent with the film's theme.,1.495,
19592,Dead Birds,Dead Birds,2004,en,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DEADBIRDS,The title 'DEADBIRDS' is clearly visible and matches the catalog entry.,3.069,
19950,Yavarum Nalam,யாவரும் நலம்,2009,ta,en,26,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,13B,"The poster displays the title '13B' and the tagline 'FEAR HAS A NEW ADDRESS,' which aligns with the known title and theme of the film 'Yavarum Nalam.'",1.257,
20019,Brocéliande,Brocéliande,2003,fr,fr,77,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Brocéliande,The poster displays the exact title 'Brocéliande' and matches the film's branding and visual style.,1.483,
20121,Killdozer,Killdozer,1974,en,en,61,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Killdozer,"The poster prominently displays the title 'Killdozer' and features a bulldozer in a horror-themed setting, aligning with the catalog entry.",2.662,
20216,Cookers,Cookers,2001,en,de,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,COOKERS,"The title 'COOKERS' is clearly visible on the poster, matching the catalog entry.",1.523,
20321,Doctor Sleep,Doctor Sleep,2002,en,en,27,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,Close Your Eyes,"The poster clearly displays the title 'Close Your Eyes', which does not match the catalog film 'Doctor Sleep'.",2.959,
20432,The Forgotten Ones,The Forgotten Ones,2008,en,en,19,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,mismatch,0.9,AFTER DUSK THEY COME,The poster title does not match the catalog film title 'The Forgotten Ones'.,1.557,
20606,Doghouse,Doghouse,2009,en,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DOG HOUSE,The poster clearly displays the title 'DOG HOUSE' matching the catalog entry.,1.707,
20608,Pervirella,Pervirella,,,et,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Pervirella,The poster features the exact title 'Pervirella' and a stylized illustration consistent with the film's branding.,1.989,
21156,Lunacy,Šílení,2005,cs,en,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Lunacy,"The poster displays the title 'Lunacy' and features surreal, disturbing imagery consistent with the film's psychological horror theme.",1.561,
21381,Rabid Grannies,Les mémés cannibales,1988,en,en,15,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Rabid Grannies,"The poster features the exact title 'Rabid Grannies' and matches the iconic imagery of elderly, monstrous characters from the film.",1.619,
21506,Noroi: The Curse,ノロイ,2005,ja,it,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,NOROI,"The poster displays the title 'NOROI' in large, stylized text, matching the catalog film's title.",2.7,
21784,Exte: Hair Extensions,エクステ,2007,ja,fr,4,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,exte,The visible text 'exte' aligns with the film's title and the dramatic hair imagery is characteristic of the movie's theme.,1.201,
21860,Born,Born,2007,en,en,4,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BORN,The poster prominently displays the title 'BORN' and features iconic horror imagery consistent with the film's branding.,1.545,
22244,Society,Society,1989,en,pl,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Society,The poster clearly displays the title 'Society' and features iconic imagery consistent with the film's style.,1.712,
22307,Sisters,Sisters,1973,en,en,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Sisters,"The poster prominently displays the title 'Sisters' in bold red lettering, matching the catalog entry.",2.047,
22470,Sleepwalker,Sleepwalker,2000,sv,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,sleepwalker,The poster displays the exact title 'sleepwalker' and features a stylized image consistent with horror themes.,1.984,
22749,Bloodlust!,Bloodlust!,1961,en,pt,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BLOODLUST,The poster prominently displays the title 'BLOODLUST' matching the catalog entry.,1.1,
22822,ReVamped,ReVamped,2007,en,en,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,REVAMPED,The poster displays the exact title 'REVAMPED' matching the catalog entry.,1.996,
23122,Maniac,Maniac,1934,en,en,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,MANIAC,"The poster features the title 'MANIAC' and a stylized graphic that aligns with classic horror aesthetics, matching the catalog entry.",1.187,
23508,Embodiment of Evil,Encarnação do Demônio,2008,pt,en,28,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,EMBODIMENT OF EVIL,"The poster displays the exact title 'EMBODIMENT OF EVIL' and features Coffin Joe, iconic to the film series.",1.571,
23683,The Poker Club,The Poker Club,2008,en,en,21,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE POKER CLUB,The poster displays the exact title 'THE POKER CLUB' and features poker-related imagery consistent with the film's theme.,1.668,
23730,C.H.U.D.,C.H.U.D.,1984,en,en,58,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,C.H.U.D.,"The poster displays the exact title 'C.H.U.D.' and features iconic imagery of a flying saucer crashing into a city, aligning with the film's theme and visual style.",2.731,
23793,Aa Intlo,Aa Intlo,2009,te,id,61,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Aa Intlo,"The poster prominently displays the title 'Aa Intlo' in Telugu script, matching the catalog entry.",1.76,
23985,Cremaster 2,Cremaster 2,,,lv,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,mismatch,0.9,ORGMSTBR,"The poster depicts a man with classic cars, which does not align with the abstract and surreal imagery typical of Cremaster 2.",2.317,
24194,TerrorVision,TerrorVision,1986,en,en,7,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TERRORVISION,The poster prominently displays the title 'TERRORVISION' and features iconic imagery consistent with the film's themes.,1.091,
24196,The Hillside Strangler,The Hillside Strangler,2004,en,en,21,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE HILLSIDE STRANGLER,"The poster displays the exact title 'THE HILLSIDE STRANGLER' and features a gripping hand holding a rope, aligning with the film's branding.",2.267,
24643,Lost Colony: The Legend of Roanoke,Wraiths of Roanoke,2007,en,en,83,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,LOST COLONY,The poster displays the exact title 'LOST COLONY' and features horror-themed imagery consistent with the catalog entry.,1.673,
24799,Wolvesbayne,Wolvesbayne,,,en,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,WOLVESBAYNE,"The poster displays the exact title 'WOLVESBAYNE' and features a werewolf, aligning with the film's branding.",2.451,
24836,August Underground,August Underground,2001,en,de,24,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,august UnderGround,"The poster displays the exact title 'august UnderGround' and features graphic, gritty imagery consistent with the film's style.",1.672,
24916,Bio Zombie,生化壽屍,1998,cn,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BIOZOMBIE,The poster displays the exact title 'BIOZOMBIE' and features iconic zombie imagery consistent with the film.,5.551,
25155,The Stepfather,The Stepfather,1987,en,en,29,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE STEPFATHER,The poster displays the exact title 'THE STEPFATHER' and features a recognizable scene from the film.,1.442,
25241,Squirm,Squirm,1976,en,en,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Squirm,"The poster features the exact title 'Squirm' and matches the iconic imagery of the film, including a skull with worms and chaotic, horror-themed elements.",2.061,
25438,Trick or Treat,Trick or Treat,1986,en,en,13,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Trick or Treat,The poster features the title 'Trick or Treat' and matches the iconic imagery associated with the 1986 film.,1.617,
25714,The Return of James Battle,Atomik Circus - Le retour de James Bataille,2004,fr,fr,198,0.2,0.1429,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ATOMIK CIRCUS,Poster displays the exact title 'ATOMIK CIRCUS' matching the original title of the catalog film.,1.782,
25834,Xtro,Xtro,1982,en,ha,4,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,XTRO,The poster prominently displays the title 'XTRO' and features iconic imagery consistent with the film's alien theme.,1.996,
25983,The House of the Devil,The House of the Devil,2009,en,ro,8,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE HOUSE OF THE DEVIL,"The poster displays the exact title 'THE HOUSE OF THE DEVIL' and features a burning house, which aligns with the film's iconic imagery.",1.508,
26208,Credo,Credo,2008,en,en,30,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.95,The Devil's Curse,"The title 'The Devil's Curse' is clearly visible on the poster, which does not match the catalog film 'Credo'.",1.465,
26215,Quicksilver Highway,Quicksilver Highway,1997,en,en,21,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,QUICK SILVER HIGHWAY,"The poster displays the exact title 'QUICK SILVER HIGHWAY' and features a stylized, eerie visual consistent with horror themes.",1.605,
26588,Summer's Blood,Summer's Blood,2009,en,en,26,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Summer's Moon,"The poster features Ashley Greene and the title 'Summer's Moon,' which aligns with the catalog entry for 'Summer's Blood' (2009).",1.16,
26678,Night Life,Night Life,1989,en,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NIGHTLIFE,"The poster displays the exact title 'NIGHTLIFE' and features a stylized hand with a skull, matching the iconic imagery associated with the 1989 film.",1.87,
26679,Spookies,Spookies,1986,en,en,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Spookies,"The poster prominently displays the title 'Spookies' in large red letters, matching the catalog entry.",2.251,
26914,Troll 2,Troll 2,1990,en,en,25,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TROLL2,The poster prominently displays the title 'TROLL2' matching the catalog entry.,1.057,
27028,Living Dead Lock Up,Living Dead Lock Up,2005,en,en,51,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,,"The image shows a person with a gun, not related to the horror movie 'Living Dead Lock Up'.",1.624,
27232,Conquest,Conquest,1983,it,en,7,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Conquest,"The poster displays the title 'Conquest' and features a muscular hero in a sci-fi setting, aligning with the catalog entry.",1.141,
27253,Fingerprints,Fingerprints,2006,en,en,13,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FINGER PRINTS,The poster displays the exact title 'FINGER PRINTS' matching the catalog entry.,1.348,
27276,Gemini,双生児 -GEMINI-,1999,ja,de,13,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,双生児 -GEMINI-,"The poster displays the title '双生児' and 'GEMINI' in matching typography and style, aligning with the catalog entry.",1.743,
27324,Pulse,回路,2001,ja,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,PULSE,"The poster displays the title 'PULSE' in large, bold letters, matching the catalog film's title.",1.204,
27361,Black Moon,Black Moon,1975,en,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Black Moon,The poster features the title 'Black Moon' and stylized imagery consistent with the film's branding.,4.97,
27468,Zombiegeddon,Zombiegeddon,2003,en,en,315,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Zombie Geddon,The poster displays the exact title 'Zombie Geddon' and features the expected cast and visual style for the film.,1.488,
27471,"Carmilla, the Lesbian Vampire","Carmilla, the Lesbian Vampire",2004,en,en,19,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,VAMPIRES VS ZOMBIES,"The poster features a vampire and a woman with a dagger, aligning with the horror and vampire themes of the catalog film.",4.99,
27476,Nightmare Sisters,Nightmare Sisters,1988,en,en,24,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NIGHTMARE SISTERS,The poster prominently displays the exact title 'NIGHTMARE SISTERS' matching the catalog entry.,1.355,
